央视（线路1）,#genre#
SiTV魅力足球,http://api.52tb.xyz/info?id=225&token=20230129ygoden
SiTV全纪实,http://api.52tb.xyz/info?id=226&token=20230129ygoden
SiTV极速汽车,http://api.52tb.xyz/info?id=227&token=20230129ygoden
SiTV都市剧场,http://api.52tb.xyz/info?id=228&token=20230129ygoden
SiTV生活时尚,http://api.52tb.xyz/info?id=229&token=20230129ygoden
SiTV动漫秀场,http://api.52tb.xyz/info?id=230&token=20230129ygoden
SiTV幸福彩,http://api.52tb.xyz/info?id=231&token=20230129ygoden
SiTV欢笑剧场HD,http://api.52tb.xyz/info?id=232&token=20230129ygoden
咪咕,#genre#
咪咕视频_1,http://api.52tb.xyz/info?id=251&token=20230129ygoden
咪咕视频_2,http://api.52tb.xyz/info?id=252&token=20230129ygoden
咪咕视频_3,http://api.52tb.xyz/info?id=253&token=20230129ygoden
咪咕视频_4,http://api.52tb.xyz/info?id=254&token=20230129ygoden
咪咕视频_5,http://api.52tb.xyz/info?id=255&token=20230129ygoden
咪咕视频_6,http://api.52tb.xyz/info?id=256&token=20230129ygoden
咪咕视频_7,http://api.52tb.xyz/info?id=257&token=20230129ygoden
咪咕视频_8,http://api.52tb.xyz/info?id=258&token=20230129ygoden
咪咕视频_9,http://api.52tb.xyz/info?id=259&token=20230129ygoden
咪咕视频_10,http://api.52tb.xyz/info?id=260&token=20230129ygoden
咪咕视频_11,http://api.52tb.xyz/info?id=261&token=20230129ygoden
咪咕视频_12,http://api.52tb.xyz/info?id=262&token=20230129ygoden
咪咕视频_13,http://api.52tb.xyz/info?id=263&token=20230129ygoden
咪咕视频_14,http://api.52tb.xyz/info?id=264&token=20230129ygoden
咪咕视频_15,http://api.52tb.xyz/info?id=265&token=20230129ygoden
咪咕视频_16,http://api.52tb.xyz/info?id=266&token=20230129ygoden
咪咕视频_17,http://api.52tb.xyz/info?id=267&token=20230129ygoden
咪咕视频_18,http://api.52tb.xyz/info?id=268&token=20230129ygoden
咪咕视频_19,http://api.52tb.xyz/info?id=269&token=20230129ygoden
咪咕视频_20,http://api.52tb.xyz/info?id=270&token=20230129ygoden
咪咕视频_21,http://api.52tb.xyz/info?id=271&token=20230129ygoden
咪咕视频_22,http://api.52tb.xyz/info?id=272&token=20230129ygoden
咪咕视频_23,http://api.52tb.xyz/info?id=273&token=20230129ygoden
咪咕视频_24,http://api.52tb.xyz/info?id=274&token=20230129ygoden
咪咕视频_25,http://api.52tb.xyz/info?id=275&token=20230129ygoden
NewTV,#genre#
NewTV动作电影,http://api.52tb.xyz/info?id=301&token=20230129ygoden
NewTV明星大片,http://api.52tb.xyz/info?id=302&token=20230129ygoden
NewTV金牌综艺,http://api.52tb.xyz/info?id=303&token=20230129ygoden
NewTV惊悚悬疑,http://api.52tb.xyz/info?id=304&token=20230129ygoden
NewTV爱情喜剧,http://api.52tb.xyz/info?id=305&token=20230129ygoden
NewTV古装剧场,http://api.52tb.xyz/info?id=306&token=20230129ygoden
NewTV家庭剧场,http://api.52tb.xyz/info?id=307&token=20230129ygoden
NewTV精品大剧,http://api.52tb.xyz/info?id=308&token=20230129ygoden
NewTV军旅剧场,http://api.52tb.xyz/info?id=309&token=20230129ygoden
NewTV精品体育,http://api.52tb.xyz/info?id=310&token=20230129ygoden
NewTV精品纪录,http://api.52tb.xyz/info?id=311&token=20230129ygoden
NewTV农业致富,http://api.52tb.xyz/info?id=312&token=20230129ygoden
NewTV武博世界,http://api.52tb.xyz/info?id=313&token=20230129ygoden
NewTV潮妈辣婆,http://api.52tb.xyz/info?id=314&token=20230129ygoden
NewTV炫舞未来,http://api.52tb.xyz/info?id=315&token=20230129ygoden
NewTV健康有约,http://api.52tb.xyz/info?id=316&token=20230129ygoden
NewTV中国功夫,http://api.52tb.xyz/info?id=317&token=20230129ygoden
NewTV军事评论,http://api.52tb.xyz/info?id=318&token=20230129ygoden
NewTV海外剧场,http://api.52tb.xyz/info?id=319&token=20230129ygoden
NewTV魅力潇湘,http://api.52tb.xyz/info?id=320&token=20230129ygoden
BTV,#genre#
BTV文艺,http://api.52tb.xyz/info?id=351&token=20230129ygoden
BTV科教,http://api.52tb.xyz/info?id=352&token=20230129ygoden
BTV影视,http://api.52tb.xyz/info?id=353&token=20230129ygoden
BTV财经,http://api.52tb.xyz/info?id=354&token=20230129ygoden
BTV体育,http://api.52tb.xyz/info?id=355&token=20230129ygoden
BTV体育(备),http://api.52tb.xyz/info?id=356&token=20230129ygoden
BTV生活,http://api.52tb.xyz/info?id=357&token=20230129ygoden
BTV青年,http://api.52tb.xyz/info?id=358&token=20230129ygoden
BTV新闻,http://api.52tb.xyz/info?id=359&token=20230129ygoden
BTV卡酷少儿,http://api.52tb.xyz/info?id=360&token=20230129ygoden
其他频道,#genre#
欢笑剧场4K,http://api.52tb.xyz/info?id=155&token=20230129ygoden
CCTV16-4K,http://api.52tb.xyz/info?id=156&token=20230129ygoden
CCTV4K,http://api.52tb.xyz/info?id=157&token=20230129ygoden
4K-UHD,http://api.52tb.xyz/info?id=158&token=20230129ygoden
4K影视1,http://api.52tb.xyz/info?id=159&token=20230129ygoden
4K影视2,http://api.52tb.xyz/info?id=160&token=20230129ygoden
Fashion4K,http://api.52tb.xyz/info?id=161&token=20230129ygoden
Clarity4K,http://api.52tb.xyz/info?id=162&token=20230129ygoden
爱自然,http://api.52tb.xyz/info?id=163&token=20230129ygoden
咪咕4K(1),http://api.52tb.xyz/info?id=164&token=20230129ygoden
咪咕4K(2),http://api.52tb.xyz/info?id=165&token=20230129ygoden
凤凰中文HD,http://api.52tb.xyz/info?id=166&token=20230129ygoden
凤凰中文,http://api.52tb.xyz/info?id=167&token=20230129ygoden
凤凰资讯HD,http://api.52tb.xyz/info?id=168&token=20230129ygoden
凤凰资讯,http://api.52tb.xyz/info?id=169&token=20230129ygoden
科幻系列,http://api.52tb.xyz/info?id=1023&token=20230129ygoden
恐怖经典,http://api.52tb.xyz/info?id=1024&token=20230129ygoden
变种人电影,http://api.52tb.xyz/info?id=1025&token=20230129ygoden
小宇60帧,http://api.52tb.xyz/info?id=1026&token=20230129ygoden
华语电影,http://api.52tb.xyz/info?id=1027&token=20230129ygoden
华语动作电影,http://api.52tb.xyz/info?id=1028&token=20230129ygoden
恐怖电影,http://api.52tb.xyz/info?id=1029&token=20230129ygoden
喜剧电影,http://api.52tb.xyz/info?id=1030&token=20230129ygoden
欧美大片,http://api.52tb.xyz/info?id=1031&token=20230129ygoden
怀旧90,http://api.52tb.xyz/info?id=1032&token=20230129ygoden
国产影片,http://api.52tb.xyz/info?id=1033&token=20230129ygoden
麓山迷踪,http://api.52tb.xyz/info?id=1034&token=20230129ygoden
译制影片,http://api.52tb.xyz/info?id=1035&token=20230129ygoden
周星驰,http://api.52tb.xyz/info?id=1036&token=20230129ygoden
华语经典,http://api.52tb.xyz/info?id=1001&token=20230129ygoden
吃米滴虫,http://api.52tb.xyz/info?id=1002&token=20230129ygoden
神乐影片1,http://api.52tb.xyz/info?id=1003&token=20230129ygoden
神乐影片2,http://api.52tb.xyz/info?id=1004&token=20230129ygoden
特辑影院,http://api.52tb.xyz/info?id=1005&token=20230129ygoden
贝爷MAX厅,http://api.52tb.xyz/info?id=1006&token=20230129ygoden
漫威影片,http://api.52tb.xyz/info?id=1007&token=20230129ygoden
刘德华电影1,http://api.52tb.xyz/info?id=1008&token=20230129ygoden
刘德华电影2,http://api.52tb.xyz/info?id=1009&token=20230129ygoden
豆瓣高分,http://api.52tb.xyz/info?id=1010&token=20230129ygoden
林正英电影1,http://api.52tb.xyz/info?id=1011&token=20230129ygoden
林正英电影2,http://api.52tb.xyz/info?id=1012&token=20230129ygoden
宇哥电影,http://api.52tb.xyz/info?id=1013&token=20230129ygoden
女神金电影,http://api.52tb.xyz/info?id=1014&token=20230129ygoden
北京大蜜,http://api.52tb.xyz/info?id=1015&token=20230129ygoden
贝爷影厅1,http://api.52tb.xyz/info?id=1016&token=20230129ygoden
贝爷影厅2,http://api.52tb.xyz/info?id=1017&token=20230129ygoden
霍格影片,http://api.52tb.xyz/info?id=1018&token=20230129ygoden
可乐电影,http://api.52tb.xyz/info?id=1019&token=20230129ygoden
冰冰经典电影,http://api.52tb.xyz/info?id=1020&token=20230129ygoden
奶虫恐怖电影,http://api.52tb.xyz/info?id=1021&token=20230129ygoden
避风港影院,http://api.52tb.xyz/info?id=1022&token=20230129ygoden
哒啵赛事,http://api.52tb.xyz/info?id=170&token=20230129ygoden
电竞比赛,http://api.52tb.xyz/info?id=171&token=20230129ygoden
黑莓电影,http://api.52tb.xyz/info?id=172&token=20230129ygoden
黑莓动画,http://api.52tb.xyz/info?id=173&token=20230129ygoden
精彩影视,http://api.52tb.xyz/info?id=174&token=20230129ygoden
求索动物,http://api.52tb.xyz/info?id=175&token=20230129ygoden
求索记录,http://api.52tb.xyz/info?id=176&token=20230129ygoden
求索科学,http://api.52tb.xyz/info?id=177&token=20230129ygoden
求索生活,http://api.52tb.xyz/info?id=178&token=20230129ygoden
探索纪实,http://api.52tb.xyz/info?id=179&token=20230129ygoden
少儿动漫,http://api.52tb.xyz/info?id=180&token=20230129ygoden
风尚音乐,http://api.52tb.xyz/info?id=181&token=20230129ygoden
精品剧场,http://api.52tb.xyz/info?id=182&token=20230129ygoden
欧美影院,http://api.52tb.xyz/info?id=183&token=20230129ygoden
亚洲影院,http://api.52tb.xyz/info?id=184&token=20230129ygoden
